sexo;idade;uf;situacao_funcional;pmt_valor;margem_saldo;conceder
FEMININO;38;DF;ATIVO PERMANENTE;968.39;2480.65;0
FEMININO;54;RJ;ATIVO PERMANENTE;564.48;11447.79;0
MASCULINO;30;PA;ATIVO PERMANENTE;4716.48;15180.31;0
FEMININO;33;PA;ATIVO PERMANENTE;557.04;2327.81;0
FEMININO;37;DF;ATIVO PERMANENTE;217.96;2739.83;0
MASCULINO;34;TO;ATIVO PERMANENTE;1611.48;5553.15;0
MASCULINO;45;PR;ATIVO PERMANENTE;1108.74;1971.32;0
FEMININO;39;MA;ATIVO PERMANENTE;534.86;3294.04;0
MASCULINO;39;DF;ATIVO PERMANENTE;90.00;8333.82;0
MASCULINO;53;DF;ATIVO PERMANENTE;6548.94;38651.11;0
MASCULINO;47;RJ;ATIVO PERMANENTE;480.06;11213.91;0
MASCULINO;40;GO;ATIVO PERMANENTE;8910.69;14031.22;0
FEMININO;36;TO;ATIVO PERMANENTE;2199.84;7174.60;0
MASCULINO;76;BA;APOSENTADO;2723.60;8344.36;0
MASCULINO;38;DF;ATIVO PERMANENTE;1874.92;13891.12;0
FEMININO;53;RJ;ATIVO PERMANENTE;1522.20;4323.37;0
MASCULINO;37;MA;ATIVO PERMANENTE;1137.54;12894.36;0
FEMININO;45;MG;BENEFICIARIO PENSAO;1184.04;3612.12;0
MASCULINO;80;AM;APOSENTADO;522.84;4440.20;0
FEMININO;67;SP;ATIVO PERMANENTE;133.68;8085.96;0
FEMININO;82;DF;APOSENTADO;7955.32;17334.04;0
MASCULINO;69;SP;APOSENTADO;784.26;1072.18;0
MASCULINO;37;DF;ATIVO PERMANENTE;2412.75;23789.85;0
FEMININO;84;RS;APOSENTADO;2732.11;21376.58;0
FEMININO;39;DF;ATIVO PERMANENTE;3918.58;7939.89;0
MASCULINO;37;DF;ATIVO PERMANENTE;3057.21;23842.63;0
FEMININO;78;BA;APOSENTADO;171.22;7868.26;0
FEMININO;42;RJ;ATIVO PERMANENTE;1590.21;10511.22;0
MASCULINO;37;CE;ATIVO PERMANENTE;255.26;7657.80;0
FEMININO;37;DF;ATIVO PERMANENTE;6259.32;9849.25;0
MASCULINO;39;DF;ATIVO PERMANENTE;1486.68;9228.88;0
MASCULINO;31;PA;ATIVO PERMANENTE;20.78;623.69;0
MASCULINO;39;RS;ATIVO PERMANENTE;236.00;7080.06;0
MASCULINO;52;RJ;ATIVO PERMANENTE;183.93;11394.69;0
MASCULINO;38;DF;ATIVO PERMANENTE;1943.79;31462.28;0
MASCULINO;28;RO;ATIVO PERMANENTE;2595.00;6388.23;0
FEMININO;38;TO;ATIVO PERMANENTE;2712.74;5315.40;0
FEMININO;53;RJ;ATIVO PERMANENTE;698.22;1785.37;0
MASCULINO;81;PA;APOSENTADO;707.64;8305.49;0
MASCULINO;82;BA;APOSENTADO;1585.40;31524.15;0
FEMININO;38;MA;ATIVO PERMANENTE;1581.36;4267.32;0
FEMININO;82;RS;APOSENTADO;1104.81;4008.51;0
FEMININO;81;MG;APOSENTADO;36.00;3271.36;0
FEMININO;63;SP;BENEFICIARIO PENSAO;1240.52;3205.66;0
FEMININO;83;PA;APOSENTADO;3598.25;25938.48;0
MASCULINO;32;PA;ATIVO PERMANENTE;55.72;2342.57;0
FEMININO;81;BA;APOSENTADO;277.80;10875.39;0
FEMININO;82;SP;APOSENTADO;68.64;1859.73;0
FEMININO;83;MG;APOSENTADO;3272.27;7358.22;0
FEMININO;31;RR;ATIVO PERMANENTE;2722.46;15725.45;0
FEMININO;82;PR;APOSENTADO;416.53;7653.88;0
FEMININO;67;SP;APOSENTADO;137.09;1547.82;0
MASCULINO;79;PA;APOSENTADO;266.70;8001.15;0
MASCULINO;56;RJ;ATIVO PERMANENTE;762.24;5698.50;0
FEMININO;83;PE;APOSENTADO;61.72;2844.84;0
MASCULINO;84;DF;APOSENTADO;6457.87;9114.40;0
FEMININO;39;GO;ATIVO PERMANENTE;1265.81;3895.78;0
MASCULINO;82;PA;APOSENTADO;4285.23;24738.80;0
FEMININO;64;SP;APOSENTADO;1670.80;3997.40;0
FEMININO;38;MA;ATIVO PERMANENTE;331.82;9955.14;0
FEMININO;79;MG;APOSENTADO;54.00;13245.87;0
MASCULINO;50;RJ;ATIVO PERMANENTE;422.32;1436.96;0
MASCULINO;54;DF;APOSENTADO;1182.34;13595.30;0
FEMININO;53;RJ;APOSENTADO;42.08;4863.62;0
FEMININO;38;RS;ATIVO PERMANENTE;1319.56;4647.60;0
FEMININO;32;PA;ATIVO PERMANENTE;1314.12;4588.35;0
FEMININO;65;SP;APOSENTADO;8990.84;42366.40;0
MASCULINO;73;RN;APOSENTADO;75.92;4808.96;0
MASCULINO;80;GO;APOSENTADO;775.75;26369.55;0
MASCULINO;43;MA;ATIVO PERMANENTE;3477.96;7062.48;0
FEMININO;83;SP;APOSENTADO;154.44;4125.18;0
FEMININO;83;DF;APOSENTADO;379.76;11003.58;0
MASCULINO;67;PB;APOSENTADO;7192.95;29043.03;0
FEMININO;36;MS;ATIVO PERMANENTE;2753.87;4665.87;0
MASCULINO;81;MG;APOSENTADO;463.20;25805.55;0
MASCULINO;33;AM;ATIVO PERMANENTE;3030.90;10266.56;0
FEMININO;38;MS;ATIVO PERMANENTE;837.80;3428.16;0
FEMININO;38;PI;ATIVO PERMANENTE;428.39;1785.89;0
MASCULINO;38;MS;ATIVO PERMANENTE;1265.15;5658.54;0
MASCULINO;42;PE;ATIVO PERMANENTE;2304.25;3935.48;0
FEMININO;39;MS;CELETISTA EMPREGADO;1441.01;6244.50;0
FEMININO;32;SP;ATIVO PERMANENTE;1415.45;12298.50;0
MASCULINO;29;AC;ATIVO PERMANENTE;5502.33;15474.85;0
FEMININO;47;MG;ATIVO PERMANENTE;2944.83;13175.10;0
FEMININO;83;AL;APOSENTADO;108.68;16338.68;0
FEMININO;82;BA;APOSENTADO;38.58;1398.35;0
FEMININO;40;PB;ATIVO PERMANENTE;4460.27;13069.00;0
FEMININO;78;DF;APOSENTADO;4243.33;25393.85;0
FEMININO;83;RS;APOSENTADO;248.66;2305.92;0
FEMININO;81;RJ;BENEFICIARIO PENSAO;573.08;8539.50;0
FEMININO;38;MA;ATIVO PERMANENTE;2600.74;15138.31;0
FEMININO;83;PE;APOSENTADO;497.32;5286.82;0
FEMININO;68;RJ;BENEFICIARIO PENSAO;449.82;1146.96;0
FEMININO;33;DF;ATIVO PERMANENTE;1355.32;6160.67;0
FEMININO;37;DF;ATIVO PERMANENTE;2030.55;2838.66;0
FEMININO;84;CE;APOSENTADO;135.01;4318.79;0
FEMININO;37;DF;ATIVO PERMANENTE;535.69;8911.10;0
MASCULINO;81;DF;APOSENTADO;98.52;3326.97;0
MASCULINO;83;PR;APOSENTADO;3056.55;5864.76;0
FEMININO;52;RJ;ATIVO PERMANENTE;125.70;8974.45;0
MASCULINO;81;PE;APOSENTADO;332.96;15467.28;0
FEMININO;46;PE;ATIVO PERMANENTE;917.48;4243.42;0
MASCULINO;41;PE;ATIVO PERMANENTE;5510.97;43356.39;0
FEMININO;77;PE;APOSENTADO;234.09;8247.48;0
MASCULINO;37;DF;NAO INFORMADO;1578.42;5289.26;0
FEMININO;37;DF;ATIVO PERMANENTE;4848.48;35685.12;0
MASCULINO;83;SP;APOSENTADO;370.35;18148.47;0
MASCULINO;79;PE;APOSENTADO;615.90;25777.44;0
FEMININO;83;DF;APOSENTADO;76.98;7160.94;0
FEMININO;80;PR;APOSENTADO;215.32;3170.16;0
FEMININO;37;PI;ATIVO PERMANENTE;1147.88;6528.42;0
FEMININO;37;GO;CELETISTA EMPREGADO;1466.02;10355.70;0
FEMININO;78;RJ;BENEFICIARIO PENSAO;57.00;795.76;0
FEMININO;48;SP;ATIVO PERMANENTE;5303.54;24813.84;0
MASCULINO;41;BA;ATIVO PERMANENTE;1676.91;10450.35;0
FEMININO;41;BA;ATIVO PERMANENTE;5922.87;13609.02;0
MASCULINO;82;PR;APOSENTADO;981.92;15303.36;0
MASCULINO;52;RJ;ATIVO PERMANENTE;1718.83;3852.70;0
FEMININO;68;RJ;BENEFICIARIO PENSAO;1348.00;3305.58;0
MASCULINO;83;GO;APOSENTADO;1256.34;5350.24;0
MASCULINO;37;SP;APOSENTADO;1507.66;2489.96;0
FEMININO;39;RS;CELETISTA EMPREGADO;1679.19;3198.15;0
FEMININO;43;CE;ATIVO PERMANENTE;1052.13;5970.96;0
MASCULINO;81;DF;APOSENTADO;675.88;2230.46;0
FEMININO;31;RO;ATIVO PERMANENTE;2122.30;5344.62;0
FEMININO;39;SE;CELETISTA EMPREGADO;1679.19;12507.13;0
FEMININO;81;MG;APOSENTADO;7183.22;28929.84;0
FEMININO;39;MT;ATIVO PERMANENTE;3741.08;8976.96;0
FEMININO;50;RJ;ATIVO PERMANENTE;295.05;5088.69;0
MASCULINO;41;RS;ATIVO PERMANENTE;3534.00;11398.71;0
MASCULINO;37;DF;ATIVO PERMANENTE;338.22;2279.30;0
FEMININO;84;MS;BENEFICIARIO PENSAO;3049.04;37209.25;0
FEMININO;69;RJ;APOSENTADO;132.42;3973.38;0
FEMININO;38;DF;ATIVO PERMANENTE;636.17;6513.48;0
FEMININO;32;RR;ATIVO PERMANENTE;868.65;4502.24;0
FEMININO;76;RJ;BENEFICIARIO PENSAO;558.00;6736.08;0
MASCULINO;36;PI;ATIVO PERMANENTE;1387.99;7892.22;0
MASCULINO;45;MG;ATIVO PERMANENTE;919.45;8859.54;0
MASCULINO;82;DF;APOSENTADO;103.76;8807.20;0
FEMININO;82;CE;APOSENTADO;30.80;3082.12;0
MASCULINO;44;MG;ATIVO PERMANENTE;1770.06;5566.59;0
MASCULINO;39;SP;ATIVO PERMANENTE;331.82;9955.14;0
MASCULINO;32;AP;ATIVO PERMANENTE;3560.21;34363.20;0
MASCULINO;40;MG;NOMEADO CARGO COMIS;1297.05;2725.05;0
MASCULINO;45;PE;NAO INFORMADO;1455.76;7932.12;0
FEMININO;37;RS;CELETISTA EMPREGADO;2091.06;5641.92;0
FEMININO;38;SC;ATIVO PERMANENTE;796.26;4183.56;0
MASCULINO;39;DF;ATIVO PERMANENTE;2221.56;3671.36;0
MASCULINO;79;DF;APOSENTADO;411.27;2792.98;0
MASCULINO;38;DF;CELETISTA EMPREGADO;728.98;3062.90;0
MASCULINO;36;DF;ATIVO PERMANENTE;4760.28;7965.46;0
FEMININO;79;DF;APOSENTADO;168.97;1163.49;0
FEMININO;36;DF;BENEFICIARIO PENSAO;136.00;805.82;0
MASCULINO;30;AM;ATIVO PERMANENTE;3989.31;6665.33;0
MASCULINO;80;PA;APOSENTADO;687.50;8684.75;0
MASCULINO;37;GO;ATIVO PERMANENTE;2232.28;42211.00;0
MASCULINO;83;MG;APOSENTADO;7057.18;14376.90;0
FEMININO;54;RJ;BENEFICIARIO PENSAO;808.69;1176.78;0
MASCULINO;84;MG;APOSENTADO;101.80;1977.90;0
MASCULINO;80;PE;APOSENTADO;50.83;1962.28;0
MASCULINO;36;TO;ATIVO PERMANENTE;48.70;3933.35;0
FEMININO;78;CE;APOSENTADO;6450.36;10540.01;0
FEMININO;56;BA;ATIVO PERMANENTE;7184.59;10610.93;0
FEMININO;32;PA;ATIVO PERMANENTE;3001.50;4193.37;0
MASCULINO;81;DF;APOSENTADO;4713.91;35327.76;0
FEMININO;82;CE;APOSENTADO;190.15;3998.86;0
MASCULINO;32;PA;ATIVO PERMANENTE;270.48;2321.58;0
FEMININO;84;PR;APOSENTADO;147.91;1085.78;0
FEMININO;38;RS;ATIVO PERMANENTE;106.33;1602.56;0
FEMININO;78;CE;APOSENTADO;126.08;4080.96;0
MASCULINO;37;BA;CELETISTA EMPREGADO;2103.05;5905.43;0
MASCULINO;54;RJ;ATIVO PERMANENTE;383.16;13466.54;0
MASCULINO;46;MG;ATIVO PERMANENTE;3875.96;5235.15;0
MASCULINO;38;RS;ATIVO PERMANENTE;2649.09;5540.22;0
MASCULINO;55;RJ;CEDIDO SUS LEI 8270;13.70;3253.56;0
MASCULINO;77;RJ;APOSENTADO;1481.61;19982.96;0
FEMININO;77;PA;APOSENTADO;1132.71;10756.83;0
MASCULINO;52;GO;ATIVO PERMANENTE;2341.98;40345.30;0
FEMININO;41;RJ;BENEFICIARIO PENSAO;1419.58;2915.50;0
FEMININO;38;RS;ATIVO PERMANENTE;1283.42;10486.46;0
MASCULINO;52;RJ;ATIVO PERMANENTE;188.16;1014.20;0
MASCULINO;83;DF;APOSENTADO;21.60;1020.51;0
MASCULINO;78;PA;APOSENTADO;106.89;3206.76;0
MASCULINO;29;RR;ATIVO PERMANENTE;1059.97;2582.19;0
FEMININO;79;RJ;APOSENTADO;281.86;8456.36;0
MASCULINO;82;DF;APOSENTADO;70.62;4166.80;0
FEMININO;72;SP;BENEFICIARIO PENSAO;261.42;3686.94;0
MASCULINO;39;TO;ATIVO PERMANENTE;5176.36;29177.47;0
MASCULINO;54;RJ;ATIVO PERMANENTE;117.90;2482.92;0
FEMININO;76;RJ;BENEFICIARIO PENSAO;261.42;3454.20;0
FEMININO;80;PE;APOSENTADO;252.70;10652.58;0
FEMININO;82;CE;BENEFICIARIO PENSAO;764.68;1411.80;0
MASCULINO;76;DF;APOSENTADO;8137.80;33427.96;0
MASCULINO;39;RS;ATIVO PERMANENTE;137.24;4117.20;0
MASCULINO;38;MT;ATIVO PERMANENTE;2702.51;3805.00;0
MASCULINO;40;BA;CELETISTA EMPREGADO;141.97;1616.78;0
FEMININO;38;CE;ATIVO PERMANENTE;128.40;3675.12;0
MASCULINO;39;RS;ATIVO PERMANENTE;187.53;1738.24;0
FEMININO;40;BA;ATIVO PERMANENTE;3229.97;11117.28;0
MASCULINO;39;MG;ATIVO PERMANENTE;1080.36;11909.94;0
MASCULINO;84;PE;APOSENTADO;18947.42;35928.49;0
MASCULINO;80;PR;APOSENTADO;2216.44;24515.46;0
MASCULINO;31;RJ;ATIVO PERMANENTE;522.73;3017.30;0
MASCULINO;81;BA;APOSENTADO;896.83;5408.36;0
FEMININO;40;RS;ATIVO PERMANENTE;1885.11;8947.02;0
MASCULINO;46;TO;ATIVO PERMANENTE;7277.62;11143.52;0
FEMININO;61;CE;BENEFICIARIO PENSAO;1617.58;4278.48;0
FEMININO;77;PA;APOSENTADO;812.96;24388.80;0
FEMININO;84;PA;APOSENTADO;136.70;4101.10;0
FEMININO;53;RJ;BENEFICIARIO PENSAO;59.50;2262.68;0
FEMININO;84;PR;APOSENTADO;3060.00;41065.53;0
FEMININO;39;CE;ATIVO PERMANENTE;127.63;3828.90;0
MASCULINO;84;SE;APOSENTADO;115.64;16665.96;0
MASCULINO;38;MS;ATIVO PERMANENTE;1865.52;53063.22;0
MASCULINO;39;BA;ATIVO PERMANENTE;1078.98;6939.54;0
FEMININO;38;DF;ATIVO PERMANENTE;447.76;38969.88;0
MASCULINO;41;RS;ATIVO PERMANENTE;2100.83;8014.92;0
FEMININO;37;PI;ATIVO PERMANENTE;339.85;3552.42;0
MASCULINO;45;MG;ATIVO PERMANENTE;618.72;13574.36;0
FEMININO;30;GO;ATIVO PERMANENTE;1818.34;4430.60;0
FEMININO;81;BA;APOSENTADO;185.20;6840.18;0
FEMININO;75;DF;APOSENTADO;276.72;7946.80;0
FEMININO;81;MA;BENEFICIARIO PENSAO;1533.64;4984.52;0
FEMININO;80;PR;APOSENTADO;1242.42;4244.26;0
FEMININO;83;DF;APOSENTADO;3154.69;4677.20;0
FEMININO;76;RJ;BENEFICIARIO PENSAO;1205.10;3555.68;0
MASCULINO;63;SP;APOSENTADO;507.36;15823.02;0
FEMININO;83;RS;BENEFICIARIO PENSAO;306.06;2250.84;0
FEMININO;37;PI;ATIVO PERMANENTE;1517.61;28336.44;0
FEMININO;52;RJ;ATIVO PERMANENTE;1287.24;12334.00;0
MASCULINO;37;RS;ATIVO PERMANENTE;299.16;8975.34;0
MASCULINO;44;PE;CELETISTA EMPREGADO;834.18;7026.92;0
MASCULINO;38;DF;ATIVO PERMANENTE;3432.90;26683.41;0
MASCULINO;38;DF;ATIVO PERMANENTE;2119.59;6460.53;0
FEMININO;36;DF;ATIVO PERMANENTE;3603.21;17265.02;0
MASCULINO;45;DF;ATIVO PERMANENTE;136.00;5893.72;0
MASCULINO;83;RJ;APOSENTADO;105.28;11916.57;0
FEMININO;81;PR;BENEFICIARIO PENSAO;555.66;3153.84;0
FEMININO;37;DF;ATIVO PERMANENTE;2279.69;15579.76;0
MASCULINO;81;PA;APOSENTADO;339.50;4917.08;0
MASCULINO;40;RS;ATIVO PERMANENTE;2036.30;6298.24;0
FEMININO;82;MG;APOSENTADO;261.42;2160.29;0
FEMININO;36;DF;ATIVO PERMANENTE;94.38;9457.77;0
MASCULINO;39;CE;ATIVO PERMANENTE;331.82;9955.14;0
FEMININO;78;AL;APOSENTADO;1355.48;14241.85;0
FEMININO;76;RJ;APOSENTADO;3956.16;8393.67;0
FEMININO;84;PA;APOSENTADO;271.56;7483.60;0
FEMININO;83;PA;APOSENTADO;1269.03;19165.67;0
MASCULINO;42;DF;ATIVO PERMANENTE;5317.35;11451.60;0
MASCULINO;37;PI;ATIVO PERMANENTE;1118.02;1930.84;0
MASCULINO;38;DF;ATIVO PERMANENTE;1999.40;3113.94;0
FEMININO;38;DF;ATIVO PERMANENTE;4861.25;7483.00;0
MASCULINO;45;MG;ATIVO PERMANENTE;1255.25;1800.18;0
FEMININO;80;RJ;APOSENTADO;32.10;1490.64;0
MASCULINO;37;BA;ATIVO PERMANENTE;1565.18;2527.02;0
FEMININO;84;DF;BENEFICIARIO PENSAO;4010.80;8360.56;0
MASCULINO;37;DF;ATIVO PERMANENTE;2537.21;13220.64;0
FEMININO;30;DF;ATIVO PERMANENTE;994.10;7028.46;0
MASCULINO;47;RJ;ATIVO PERMANENTE;371.03;10620.09;0
MASCULINO;32;RR;NAO INFORMADO;991.13;5731.53;0
FEMININO;44;MG;ATIVO PERMANENTE;1488.56;35569.00;0
MASCULINO;38;DF;ATIVO PERMANENTE;136.00;9811.68;0
MASCULINO;82;MG;APOSENTADO;46.00;19059.08;0
FEMININO;79;PA;BENEFICIARIO PENSAO;84.00;10413.96;0
FEMININO;66;SP;APOSENTADO;168.97;1114.76;0
MASCULINO;82;DF;APOSENTADO;18530.76;28776.41;0
MASCULINO;81;PR;APOSENTADO;719.34;7796.50;0
MASCULINO;78;CE;APOSENTADO;868.32;39192.63;0
MASCULINO;75;PE;APOSENTADO;187.70;3666.74;0
FEMININO;58;RJ;BENEFICIARIO PENSAO;1325.66;3596.32;0
FEMININO;82;MG;APOSENTADO;30.80;2121.88;0
FEMININO;78;SP;APOSENTADO;784.26;5464.32;0
FEMININO;52;RJ;ATIVO PERMANENTE;1092.16;32764.44;0
MASCULINO;39;GO;ATIVO PERMANENTE;6177.06;32600.25;0
FEMININO;81;RJ;BENEFICIARIO PENSAO;516.14;1548.08;0
FEMININO;47;RJ;CEDIDO SUS LEI 8270;1824.14;5194.14;0
FEMININO;39;RS;CELETISTA EMPREGADO;452.28;3854.89;0
MASCULINO;81;DF;APOSENTADO;26.34;8981.08;0
FEMININO;30;AP;ATIVO PERMANENTE;1396.60;9057.20;0
MASCULINO;37;GO;ATIVO PERMANENTE;118.00;3540.03;0
FEMININO;38;SC;ATIVO PERMANENTE;490.88;14726.52;0
MASCULINO;39;DF;CELETISTA EMPREGADO;2240.76;33970.20;0
FEMININO;69;MT;BENEFICIARIO PENSAO;199.00;6128.86;0
FEMININO;79;MS;BENEFICIARIO PENSAO;517.94;3515.80;0
FEMININO;83;BA;APOSENTADO;248.66;5023.16;0
FEMININO;82;RJ;BENEFICIARIO PENSAO;1005.88;2211.54;0
MASCULINO;84;PA;APOSENTADO;240.70;7221.32;0
FEMININO;80;DF;APOSENTADO;502.96;34250.74;0
FEMININO;79;BA;BENEFICIARIO PENSAO;337.94;2062.22;0
FEMININO;37;RS;CELETISTA EMPREGADO;2141.37;6841.68;0
MASCULINO;43;RN;ATIVO PERMANENTE;49.55;4928.02;0
MASCULINO;53;RJ;APOSENTADO;2297.89;9213.30;0
MASCULINO;38;DF;ATIVO PERMANENTE;465.52;12076.36;0
FEMININO;38;DF;ATIVO PERMANENTE;727.78;4117.52;0
MASCULINO;83;DF;APOSENTADO;576.11;31246.33;0
FEMININO;37;RS;ATIVO PERMANENTE;94.38;5807.78;0
MASCULINO;47;RN;CEDIDO SUS LEI 8270;54.17;1374.56;0
MASCULINO;84;RJ;APOSENTADO;53.03;7946.10;0
MASCULINO;82;MG;APOSENTADO;99.00;12970.23;0
MASCULINO;32;AM;ATIVO PERMANENTE;2451.07;7011.19;0
FEMININO;51;RJ;BENEFICIARIO PENSAO;2350.22;5432.52;0
FEMININO;71;DF;BENEFICIARIO PENSAO;3251.98;4820.16;0
FEMININO;81;PR;APOSENTADO;586.70;5974.29;0
MASCULINO;52;RJ;ATIVO PERMANENTE;766.32;36443.68;0
MASCULINO;36;DF;ATIVO PERMANENTE;215.00;14023.18;0
FEMININO;43;RS;CELETISTA EMPREGADO;7343.88;16476.42;0
FEMININO;52;RJ;BENEFICIARIO PENSAO;461.32;1672.52;0
FEMININO;72;RJ;BENEFICIARIO PENSAO;551.62;1571.28;0
FEMININO;36;PI;ATIVO PERMANENTE;176.01;6393.51;0
FEMININO;43;RS;ATIVO PERMANENTE;747.21;2462.17;0
MASCULINO;32;CE;ATIVO PERMANENTE;61.56;2807.46;0
FEMININO;38;MS;ATIVO PERMANENTE;179.06;5178.02;0
FEMININO;74;RJ;BENEFICIARIO PENSAO;33.80;1014.50;0
FEMININO;81;RJ;BENEFICIARIO PENSAO;177.64;2190.90;0
FEMININO;79;PA;APOSENTADO;1386.98;3214.06;0
MASCULINO;82;PA;APOSENTADO;329.58;10850.64;0
MASCULINO;46;MG;ATIVO PERMANENTE;1497.66;26291.96;0
MASCULINO;84;SP;APOSENTADO;25.28;16818.86;0
FEMININO;84;RJ;APOSENTADO;30.80;1847.25;0
FEMININO;32;DF;ATIVO PERMANENTE;1158.75;15067.45;0
FEMININO;83;RJ;BENEFICIARIO PENSAO;274.18;2832.52;0
FEMININO;38;RS;CELETISTA EMPREGADO;2980.61;6992.13;0
FEMININO;67;SP;ATIVO PERMANENTE;211.02;6330.88;0
FEMININO;79;RJ;APOSENTADO;1830.13;8190.04;0
FEMININO;65;RJ;BENEFICIARIO PENSAO;2233.20;3612.90;0
FEMININO;41;BA;BENEFICIARIO PENSAO;636.00;3162.48;0
FEMININO;39;RS;ATIVO PERMANENTE;1446.86;3500.76;0
FEMININO;84;PA;APOSENTADO;213.00;4272.18;0
MASCULINO;38;RS;ATIVO PERMANENTE;45.42;2794.89;0
FEMININO;30;RO;ATIVO PERMANENTE;245.44;7363.26;0
FEMININO;65;RJ;ATIVO PERMANENTE;548.36;2610.82;0
MASCULINO;76;SP;APOSENTADO;9698.94;15575.34;0
FEMININO;53;RJ;ATIVO PERMANENTE;531.48;2527.38;0
FEMININO;51;RJ;ATIVO PERMANENTE;5334.55;17448.27;0
FEMININO;84;PR;APOSENTADO;1633.18;10942.00;0
FEMININO;38;GO;ATIVO PERMANENTE;2157.74;7879.26;0
MASCULINO;52;RJ;ATIVO PERMANENTE;145.02;4360.98;0
MASCULINO;80;PA;APOSENTADO;764.95;15776.82;0
FEMININO;39;RS;ATIVO PERMANENTE;132.32;5886.06;0
FEMININO;83;DF;APOSENTADO;3719.12;8442.68;0
FEMININO;53;RJ;ATIVO PERMANENTE;537.86;2841.55;0
MASCULINO;69;RJ;APOSENTADO;131.73;15587.34;0
MASCULINO;74;DF;APOSENTADO;5887.94;9897.42;0
FEMININO;83;CE;APOSENTADO;497.32;5257.38;0
MASCULINO;38;MT;ATIVO PERMANENTE;293.54;9955.14;0
MASCULINO;80;DF;APOSENTADO;98.52;6911.12;0
MASCULINO;41;MG;ATIVO PERMANENTE;547.04;1216.66;0
FEMININO;81;PR;APOSENTADO;677.36;24739.19;0
FEMININO;82;MA;APOSENTADO;1639.20;6886.36;0
MASCULINO;70;SP;APOSENTADO;902.40;5515.56;0
MASCULINO;54;RJ;CEDIDO SUS LEI 8270;667.98;9469.04;0
FEMININO;52;SC;ATIVO PERMANENTE;48.02;1440.89;0
FEMININO;83;GO;APOSENTADO;5184.67;13272.74;0
MASCULINO;37;DF;ATIVO PERMANENTE;3089.90;10647.34;0
MASCULINO;37;DF;ATIVO PERMANENTE;2474.98;6090.60;0
FEMININO;84;PA;APOSENTADO;232.02;6961.08;0
FEMININO;39;SE;ATIVO PERMANENTE;1545.94;15548.60;0
FEMININO;38;RS;CELETISTA EMPREGADO;695.93;1772.68;0
MASCULINO;50;MG;ATIVO PERMANENTE;4126.34;18534.55;0
MASCULINO;53;RJ;APOSENTADO;3714.12;22416.76;0
FEMININO;38;DF;ATIVO PERMANENTE;891.48;3758.72;0
MASCULINO;76;SP;APOSENTADO;3175.40;8790.82;0
FEMININO;53;RJ;BENEFICIARIO PENSAO;44.54;1668.92;0
FEMININO;84;DF;APOSENTADO;3688.58;5809.77;0
FEMININO;41;SE;CELETISTA EMPREGADO;1594.20;5913.21;0
MASCULINO;42;RS;CELETISTA EMPREGADO;1713.82;2997.33;0
MASCULINO;37;GO;ATIVO PERMANENTE;4948.66;6685.98;0
MASCULINO;80;PA;APOSENTADO;191.14;5805.24;0
FEMININO;36;PI;CELETISTA EMPREGADO;3357.16;5424.95;0
FEMININO;83;RJ;BENEFICIARIO PENSAO;3044.50;24121.65;0
FEMININO;79;PR;APOSENTADO;16.18;3942.24;0
MASCULINO;35;DF;CELETISTA EMPREGADO;4288.23;6741.90;0
FEMININO;37;RS;ATIVO PERMANENTE;1770.47;14466.75;0
MASCULINO;57;MG;BENEFICIARIO PENSAO;192.38;4179.20;0
FEMININO;38;GO;ATIVO PERMANENTE;4585.34;6644.72;0
FEMININO;45;DF;ATIVO PERMANENTE;777.00;7222.14;0
MASCULINO;53;RJ;ATIVO PERMANENTE;1666.11;7721.18;0
FEMININO;39;RS;ATIVO PERMANENTE;925.80;1767.36;0
FEMININO;61;RJ;BENEFICIARIO PENSAO;747.32;1264.20;0
FEMININO;78;PA;APOSENTADO;286.00;13475.36;0
FEMININO;55;RJ;BENEFICIARIO PENSAO;563.20;944.28;0
FEMININO;40;BA;ATIVO PERMANENTE;886.93;16151.22;0
FEMININO;84;DF;APOSENTADO;5439.27;31236.10;0
FEMININO;48;RN;ATIVO PERMANENTE;725.01;3242.26;0
MASCULINO;38;MT;ATIVO PERMANENTE;7503.62;22632.54;0
FEMININO;80;PA;APOSENTADO;3584.50;27562.29;0
MASCULINO;38;RS;ATIVO PERMANENTE;3287.08;7066.26;0
FEMININO;37;MT;ATIVO PERMANENTE;3917.30;44699.57;0
FEMININO;65;RJ;BENEFICIARIO PENSAO;44.00;1745.06;0
MASCULINO;82;DF;APOSENTADO;364.06;16057.74;0
MASCULINO;48;MG;ATIVO PERMANENTE;366.82;3140.58;0
FEMININO;41;PA;ATIVO PERMANENTE;3285.81;11997.44;0
MASCULINO;53;RJ;CEDIDO SUS LEI 8270;1273.19;3108.84;0
FEMININO;53;RJ;BENEFICIARIO PENSAO;932.55;1764.12;0
FEMININO;73;RS;BENEFICIARIO PENSAO;350.32;11902.64;0
MASCULINO;52;RJ;APOSENTADO;9875.19;38992.35;0
MASCULINO;38;SP;ATIVO PERMANENTE;1516.08;7584.88;0
MASCULINO;47;MG;ATIVO PERMANENTE;1330.68;1855.02;0
MASCULINO;84;PA;APOSENTADO;155.13;18183.48;0
FEMININO;53;RJ;APOSENTADO;253.42;2439.74;0
MASCULINO;84;PA;APOSENTADO;621.99;27749.65;0
FEMININO;53;RJ;ATIVO PERMANENTE;95.94;3943.80;0
FEMININO;68;RJ;BENEFICIARIO PENSAO;24.88;984.54;0
