"sexo","idade","uf","situacao_funcional","tipo_contrato","pmt_valor","margem_saldo","conceder"
FEMININO,77,PA,APOSENTADO,ESTAVEL,4947.64,5983.96,1
FEMININO,53,RJ,ATIVO PERMANENTE,ESTAVEL,2798.64,1660.46,1
FEMININO,52,SP,ATIVO PERMANENTE,ESTAVEL,5907.98,-5899.80,1
MASCULINO,81,MG,APOSENTADO,ESTAVEL,596.32,24285.20,0
MASCULINO,35,PR,ATIVO PERMANENTE,ESTAVEL,1624.34,-1309.41,1
MASCULINO,52,RJ,ATIVO PERMANENTE,ESTAVEL,10947.38,19375.77,0
FEMININO,82,PE,APOSENTADO,ESTAVEL,345.10,8057.00,0
FEMININO,45,SC,ATIVO PERMANENTE,ESTAVEL,231.56,6947.38,0
FEMININO,46,SC,ATIVO PERMANENTE,ESTAVEL,121.90,3657.50,0
MASCULINO,46,MG,ATIVO PERMANENTE,ESTAVEL,5014.32,86.40,1
MASCULINO,38,DF,ATIVO PERMANENTE,ESTAVEL,7757.77,-1933.70,1
FEMININO,59,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,322.91,-283.78,1
FEMININO,59,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,322.91,297.78,1
MASCULINO,37,DF,ATIVO PERMANENTE,ESTAVEL,355.47,1451.53,0
MASCULINO,34,DF,ATIVO PERMANENTE,ESTAVEL,4365.41,3027.57,1
MASCULINO,72,BA,APOSENTADO,ESTAVEL,9528.84,-2262.24,1
MASCULINO,86,PE,APOSENTADO,ESTAVEL,566.20,-111.76,1
FEMININO,37,RS,ATIVO PERMANENTE,ESTAVEL,386.46,1564.40,0
FEMININO,85,CE,APOSENTADO,ESTAVEL,261.42,2148.97,1
FEMININO,85,CE,APOSENTADO,ESTAVEL,784.26,10201.71,1
FEMININO,37,DF,ATIVO PERMANENTE,ESTAVEL,1517.26,595.46,1
FEMININO,51,BA,BENEFICIARIO PENSAO,NAO ESTAVEL,3143.84,-3686.94,1
FEMININO,41,GO,ATIVO PERMANENTE,ESTAVEL,4184.51,32809.86,0
FEMININO,65,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,1232.00,-334.84,1
FEMININO,72,MG,BENEFICIARIO PENSAO,NAO ESTAVEL,46.00,8044.04,0
FEMININO,38,GO,ATIVO PERMANENTE,ESTAVEL,13570.81,-8609.25,1
MASCULINO,83,AM,APOSENTADO,ESTAVEL,113.49,5179.08,0
MASCULINO,45,MG,ATIVO PERMANENTE,ESTAVEL,1931.34,11760.21,0
MASCULINO,38,DF,ATIVO PERMANENTE,ESTAVEL,490.54,2467.25,0
MASCULINO,37,CE,ATIVO PERMANENTE,ESTAVEL,4657.28,3000.52,1
FEMININO,81,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,51.66,1163.16,0
MASCULINO,44,PB,ATIVO PERMANENTE,ESTAVEL,2995.35,15821.33,0
FEMININO,79,SP,APOSENTADO,ESTAVEL,3949.04,1980.10,1
FEMININO,48,MG,ATIVO PERMANENTE,ESTAVEL,5170.41,-3433.04,1
FEMININO,44,AM,ATIVO PERMANENTE,ESTAVEL,2194.86,831.42,1
FEMININO,37,MS,ATIVO PERMANENTE,ESTAVEL,156.06,4939.58,0
FEMININO,46,SC,ATIVO PERMANENTE,ESTAVEL,59.36,893.34,0
MASCULINO,36,PB,ATIVO PERMANENTE,ESTAVEL,3839.12,5.70,1
MASCULINO,36,PB,ATIVO PERMANENTE,ESTAVEL,2479.12,574.01,1
FEMININO,95,BA,BENEFICIARIO PENSAO,NAO ESTAVEL,168.00,6769.76,1
MASCULINO,36,DF,ATIVO PERMANENTE,ESTAVEL,939.60,810.37,1
MASCULINO,36,DF,ATIVO PERMANENTE,ESTAVEL,4541.96,1749.97,1
FEMININO,93,RS,APOSENTADO,ESTAVEL,1354.05,348.01,1
FEMININO,93,RS,APOSENTADO,ESTAVEL,1354.05,698.72,1
FEMININO,93,RS,APOSENTADO,ESTAVEL,1354.05,1640.98,1
FEMININO,93,RS,APOSENTADO,ESTAVEL,1354.05,2134.24,1
MASCULINO,37,TO,ATIVO PERMANENTE,ESTAVEL,3523.73,7760.34,0
MASCULINO,37,TO,ATIVO PERMANENTE,ESTAVEL,672.34,4685.70,0
FEMININO,88,PE,APOSENTADO,ESTAVEL,1405.67,2137.54,1
FEMININO,88,PE,APOSENTADO,ESTAVEL,3844.02,24573.24,1
MASCULINO,93,DF,APOSENTADO,ESTAVEL,5463.40,28284.00,1
MASCULINO,93,DF,APOSENTADO,ESTAVEL,2817.08,22855.00,1
FEMININO,56,RJ,ATIVO PERMANENTE,ESTAVEL,2607.89,-4085.76,1
FEMININO,92,SC,BENEFICIARIO PENSAO,NAO ESTAVEL,337.94,2195.06,1
FEMININO,88,SC,APOSENTADO,ESTAVEL,5982.22,15451.84,1
FEMININO,88,SC,APOSENTADO,ESTAVEL,2811.34,8884.44,1
FEMININO,45,SC,ATIVO PERMANENTE,ESTAVEL,5156.48,-13915.80,1
FEMININO,77,SC,BENEFICIARIO PENSAO,NAO ESTAVEL,79.40,2382.40,0
MASCULINO,82,PE,APOSENTADO,ESTAVEL,6540.58,1848.86,1
FEMININO,38,CE,ATIVO PERMANENTE,ESTAVEL,6122.87,-1976.58,1
MASCULINO,52,RJ,ATIVO PERMANENTE,ESTAVEL,831.08,-466.92,1
FEMININO,56,RJ,APOSENTADO,ESTAVEL,7453.11,-10868.40,1
FEMININO,56,RJ,ATIVO PERMANENTE,ESTAVEL,2472.62,-3890.08,1
FEMININO,56,RJ,ATIVO PERMANENTE,ESTAVEL,3320.03,23564.70,0
FEMININO,62,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,2930.94,-4504.56,1
MASCULINO,38,GO,ATIVO PERMANENTE,ESTAVEL,467.60,7363.26,0
MASCULINO,73,DF,APOSENTADO,ESTAVEL,1841.39,15596.64,0
MASCULINO,73,DF,APOSENTADO,ESTAVEL,1750.32,11970.69,0
MASCULINO,44,SP,ATIVO PERMANENTE,ESTAVEL,6244.04,6144.04,1
MASCULINO,44,SP,NAO INFORMADO,ESTAVEL,3122.02,0.00,1
MASCULINO,93,RJ,APOSENTADO,ESTAVEL,102.00,7617.18,1
MASCULINO,63,MG,APOSENTADO,ESTAVEL,1348.04,3118.76,0
MASCULINO,84,PR,APOSENTADO,ESTAVEL,125.62,3994.42,0
FEMININO,96,DF,APOSENTADO,ESTAVEL,3251.98,11824.40,1
FEMININO,96,DF,BENEFICIARIO PENSAO,ESTAVEL,3251.98,4539.44,1
FEMININO,86,RS,APOSENTADO,ESTAVEL,522.84,3750.08,1
FEMININO,86,RS,APOSENTADO,ESTAVEL,261.42,2229.00,1
MASCULINO,50,ES,CELETISTA EMPREGADO,ESTAVEL,414.74,1206.10,0
MASCULINO,50,ES,CELETISTA EMPREGADO,ESTAVEL,556.84,662.59,1
FEMININO,40,SC,ATIVO PERMANENTE,ESTAVEL,1793.52,18361.14,0
MASCULINO,66,SP,APOSENTADO,ESTAVEL,97.14,2914.38,0
MASCULINO,38,MT,ATIVO PERMANENTE,ESTAVEL,1067.28,0.00,1
MASCULINO,51,RJ,ATIVO PERMANENTE,ESTAVEL,11423.15,-5271.30,1
MASCULINO,51,RJ,ATIVO PERMANENTE,ESTAVEL,6899.11,-2834.04,1
FEMININO,86,PA,APOSENTADO,ESTAVEL,735.88,4462.86,1
FEMININO,86,PA,APOSENTADO,ESTAVEL,367.94,2628.56,1
MASCULINO,49,RJ,ATIVO PERMANENTE,ESTAVEL,5943.83,10958.50,0
MASCULINO,49,RJ,ATIVO PERMANENTE,ESTAVEL,5122.02,9764.35,0
MASCULINO,37,MG,ATIVO PERMANENTE,ESTAVEL,598.89,9580.41,0
MASCULINO,37,MG,ATIVO PERMANENTE,ESTAVEL,721.94,16011.85,0
MASCULINO,65,SP,ATIVO PERMANENTE,ESTAVEL,5390.82,-7363.52,1
FEMININO,83,CE,APOSENTADO,ESTAVEL,61.60,3678.62,0
FEMININO,46,SC,ATIVO PERMANENTE,ESTAVEL,5931.84,2297.13,1
FEMININO,79,RJ,APOSENTADO,ESTAVEL,6061.76,7710.50,1
FEMININO,89,PR,APOSENTADO,ESTAVEL,124.50,7009.94,1
FEMININO,38,DF,ATIVO PERMANENTE,ESTAVEL,30.00,4601.10,0
MASCULINO,48,MS,ATIVO PERMANENTE,ESTAVEL,281.76,5071.98,0
FEMININO,90,MG,APOSENTADO,ESTAVEL,540.84,5102.34,1
FEMININO,78,PA,APOSENTADO,ESTAVEL,6291.90,-6564.80,1
MASCULINO,83,CE,APOSENTADO,ESTAVEL,84.75,8106.33,0
MASCULINO,83,CE,APOSENTADO,ESTAVEL,73.70,8117.38,0
MASCULINO,83,CE,BENEFICIARIO PENSAO,ESTAVEL,158.45,1173.70,0
FEMININO,86,SP,APOSENTADO,ESTAVEL,72.42,6289.68,1
FEMININO,77,PA,APOSENTADO,ESTAVEL,14140.38,16707.46,1
MASCULINO,81,SP,APOSENTADO,ESTAVEL,31.89,6984.19,0
MASCULINO,53,DF,ATIVO PERMANENTE,ESTAVEL,3279.88,5403.16,0
MASCULINO,53,DF,ATIVO PERMANENTE,ESTAVEL,3733.90,8513.28,0
MASCULINO,54,RJ,CEDIDO SUS LEI 8270,ESTAVEL,2633.90,-3502.33,1
MASCULINO,54,RJ,CEDIDO SUS LEI 8270,ESTAVEL,1956.50,106.35,1
MASCULINO,54,RJ,CEDIDO SUS LEI 8270,ESTAVEL,2324.69,180.25,1
MASCULINO,84,DF,BENEFICIARIO PENSAO,ESTAVEL,497.32,3665.52,0
FEMININO,39,MA,ATIVO PERMANENTE,ESTAVEL,2194.70,7165.84,0
FEMININO,82,MG,APOSENTADO,ESTAVEL,130.56,7703.10,0
FEMININO,80,SP,APOSENTADO,ESTAVEL,337.94,2219.98,0
FEMININO,39,BA,ATIVO PERMANENTE,ESTAVEL,916.08,542.40,1
FEMININO,41,RS,BENEFICIARIO PENSAO,NAO ESTAVEL,205.93,1220.67,0
FEMININO,38,DF,ATIVO PERMANENTE,ESTAVEL,6861.10,-696.18,1
FEMININO,38,DF,ATIVO PERMANENTE,ESTAVEL,8081.82,-2186.88,1
MASCULINO,39,RS,ATIVO PERMANENTE,ESTAVEL,2715.92,4462.00,0
FEMININO,51,RJ,ATIVO PERMANENTE,ESTAVEL,80.00,-770.60,1
FEMININO,51,RJ,ATIVO PERMANENTE,ESTAVEL,5632.56,-2003.34,1
FEMININO,85,DF,APOSENTADO,ESTAVEL,3124.24,1980.00,1
MASCULINO,80,PA,APOSENTADO,ESTAVEL,2065.63,529.70,1
MASCULINO,80,PA,APOSENTADO,ESTAVEL,75.32,2255.16,0
FEMININO,86,PA,APOSENTADO,ESTAVEL,1682.96,5297.60,1
FEMININO,51,RJ,ATIVO PERMANENTE,ESTAVEL,1159.16,3753.36,0
MASCULINO,50,DF,NAO INFORMADO,ESTAVEL,848.98,53030.95,0
FEMININO,43,SC,ATIVO PERMANENTE,ESTAVEL,374.97,11142.75,0
FEMININO,31,PA,ATIVO PERMANENTE,ESTAVEL,43.34,1170.30,0
FEMININO,31,PA,ATIVO PERMANENTE,ESTAVEL,112.86,3386.32,0
FEMININO,96,RS,BENEFICIARIO PENSAO,NAO ESTAVEL,1654.34,1922.97,1
FEMININO,96,RS,BENEFICIARIO PENSAO,NAO ESTAVEL,1625.99,1338.68,1
FEMININO,43,GO,BENEFICIARIO PENSAO,NAO ESTAVEL,2475.74,-1095.48,1
MASCULINO,54,RJ,CEDIDO SUS LEI 8270,ESTAVEL,116.36,1268.58,0
MASCULINO,54,RJ,CEDIDO SUS LEI 8270,ESTAVEL,2003.86,4444.23,0
FEMININO,77,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,1663.38,199.58,1
FEMININO,32,RR,ATIVO PERMANENTE,ESTAVEL,2830.34,-126.45,1
MASCULINO,42,DF,ATIVO PERMANENTE,ESTAVEL,6357.58,1562.94,1
FEMININO,51,RJ,ATIVO PERMANENTE,ESTAVEL,10086.56,-3780.00,1
FEMININO,51,RJ,ATIVO PERMANENTE,ESTAVEL,12011.37,-3426.28,1
MASCULINO,43,RS,CELETISTA EMPREGADO,ESTAVEL,232.15,2517.34,0
MASCULINO,43,RS,CELETISTA EMPREGADO,ESTAVEL,369.22,2659.56,0
FEMININO,38,GO,ATIVO PERMANENTE,ESTAVEL,3523.95,4905.96,0
MASCULINO,48,MG,ATIVO PERMANENTE,ESTAVEL,3492.10,6590.31,0
MASCULINO,48,MG,ATIVO PERMANENTE,ESTAVEL,3492.10,6658.71,0
MASCULINO,75,RO,APOSENTADO,ESTAVEL,3869.77,743.45,1
FEMININO,88,CE,APOSENTADO,ESTAVEL,372.99,3932.04,1
MASCULINO,90,PA,APOSENTADO,NAO ESTAVEL,4852.75,4498.55,1
MASCULINO,90,PA,APOSENTADO,NAO ESTAVEL,1725.10,24451.48,1
MASCULINO,90,PA,BENEFICIARIO PENSAO,NAO ESTAVEL,1678.87,5274.36,1
MASCULINO,90,PA,BENEFICIARIO PENSAO,NAO ESTAVEL,1672.22,5294.31,1
FEMININO,87,PE,APOSENTADO,ESTAVEL,3029.74,2640.15,1
FEMININO,105,PE,APOSENTADO,ESTAVEL,30.01,1201.10,1
MASCULINO,75,DF,APOSENTADO,ESTAVEL,9599.92,7994.00,1
FEMININO,56,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,2499.52,-528.32,1
MASCULINO,37,PI,CELETISTA EMPREGADO,ESTAVEL,1981.58,1417.46,1
FEMININO,55,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,903.44,-730.40,1
FEMININO,60,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,406.71,-332.50,1
FEMININO,60,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,393.84,96.46,1
FEMININO,56,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,2157.10,-2104.96,1
MASCULINO,82,CE,APOSENTADO,ESTAVEL,2264.30,1445.55,1
MASCULINO,82,PE,APOSENTADO,ESTAVEL,2740.57,2366.19,1
MASCULINO,82,PE,APOSENTADO,ESTAVEL,2602.64,1612.32,1
FEMININO,38,MA,ATIVO PERMANENTE,ESTAVEL,5592.99,2476.95,1
MASCULINO,42,PR,ATIVO PERMANENTE,ESTAVEL,615.90,18477.00,0
FEMININO,52,RJ,CONTRATO TEMPORARIO,NAO ESTAVEL,915.88,104.12,1
MASCULINO,57,RJ,ATIVO PERMANENTE,ESTAVEL,3861.70,10661.40,0
MASCULINO,43,MG,ATIVO PERMANENTE,ESTAVEL,4234.43,3344.56,1
MASCULINO,43,MG,ATIVO PERMANENTE,ESTAVEL,3995.31,5943.32,0
MASCULINO,37,MA,ATIVO PERMANENTE,ESTAVEL,116.38,1482.33,0
MASCULINO,37,MA,ATIVO PERMANENTE,ESTAVEL,1316.86,6165.56,0
FEMININO,85,PE,APOSENTADO,ESTAVEL,348.44,269.81,1
FEMININO,85,PE,APOSENTADO,ESTAVEL,696.88,4982.66,1
MASCULINO,49,PB,ATIVO PERMANENTE,ESTAVEL,5350.62,-1485.80,1
MASCULINO,38,AM,ATIVO PERMANENTE,ESTAVEL,1154.66,711.06,1
MASCULINO,38,AM,ATIVO PERMANENTE,ESTAVEL,2619.10,2249.52,1
MASCULINO,38,AM,NAO INFORMADO,ESTAVEL,2309.32,3090.60,1
FEMININO,39,RS,ATIVO PERMANENTE,ESTAVEL,3596.36,-2389.20,1
FEMININO,71,PB,BENEFICIARIO PENSAO,NAO ESTAVEL,1487.74,491.52,1
FEMININO,56,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,6539.66,32266.08,0
MASCULINO,36,DF,ATIVO PERMANENTE,ESTAVEL,8267.37,-9669.00,1
MASCULINO,40,BA,ATIVO PERMANENTE,ESTAVEL,179.45,5383.74,0
FEMININO,39,RS,ATIVO PERMANENTE,ESTAVEL,2892.06,-845.32,1
MASCULINO,38,RS,ATIVO PERMANENTE,ESTAVEL,837.80,1559.67,0
MASCULINO,38,RS,ATIVO PERMANENTE,ESTAVEL,1498.73,2872.30,0
MASCULINO,40,RS,ATIVO PERMANENTE,ESTAVEL,4188.27,20154.69,0
FEMININO,57,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,1344.46,-1395.36,1
FEMININO,57,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,1274.46,-310.52,1
FEMININO,37,MS,ATIVO PERMANENTE,ESTAVEL,9461.38,-2602.32,1
MASCULINO,31,RO,ATIVO PERMANENTE,ESTAVEL,4383.43,-2850.40,1
MASCULINO,39,DF,ATIVO PERMANENTE,ESTAVEL,1547.34,476.71,1
MASCULINO,39,DF,ATIVO PERMANENTE,ESTAVEL,1552.67,1711.40,1
MASCULINO,44,MG,ATIVO PERMANENTE,ESTAVEL,2085.57,31524.12,0
FEMININO,88,AL,APOSENTADO,ESTAVEL,1948.73,1629.63,1
FEMININO,90,AM,APOSENTADO,ESTAVEL,1975.56,32089.10,1
FEMININO,90,AM,APOSENTADO,ESTAVEL,1918.46,32231.85,1
FEMININO,90,AM,NAO INFORMADO,ESTAVEL,1652.63,0.00,1
MASCULINO,19,MS,BENEFICIARIO PENSAO,NAO ESTAVEL,2261.26,734.96,1
FEMININO,37,DF,ATIVO PERMANENTE,ESTAVEL,4068.35,7754.95,0
FEMININO,37,DF,ATIVO PERMANENTE,ESTAVEL,2090.08,5130.60,0
FEMININO,52,RJ,APOSENTADO,ESTAVEL,21.39,337.64,0
FEMININO,62,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,1178.06,-45.76,1
FEMININO,66,SP,APOSENTADO,ESTAVEL,10075.79,-5441.54,1
MASCULINO,81,AP,APOSENTADO,ESTAVEL,309.55,99.46,1
MASCULINO,94,CE,APOSENTADO,ESTAVEL,178.00,21648.36,1
MASCULINO,37,CE,ATIVO PERMANENTE,ESTAVEL,374.52,10667.19,0
FEMININO,36,CE,ATIVO PERMANENTE,ESTAVEL,63.96,2888.52,0
FEMININO,81,BA,APOSENTADO,ESTAVEL,4062.38,3993.28,1
FEMININO,47,MG,ATIVO PERMANENTE,ESTAVEL,600.00,2569.56,0
FEMININO,47,MG,ATIVO PERMANENTE,ESTAVEL,900.00,7591.89,0
MASCULINO,38,DF,ATIVO PERMANENTE,ESTAVEL,1779.60,1856.16,1
FEMININO,36,DF,ATIVO PERMANENTE,ESTAVEL,61.83,3648.12,0
FEMININO,36,DF,ATIVO PERMANENTE,ESTAVEL,131.02,7530.16,0
FEMININO,90,PA,APOSENTADO,ESTAVEL,782.80,9843.72,1
FEMININO,90,PA,APOSENTADO,ESTAVEL,922.08,11568.69,1
FEMININO,37,GO,BENEFICIARIO PENSAO,NAO ESTAVEL,1332.82,-621.92,1
FEMININO,67,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,341.18,2627.28,0
FEMININO,67,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,326.14,2687.44,0
MASCULINO,38,DF,ATIVO PERMANENTE,ESTAVEL,1335.38,1524.66,1
FEMININO,66,RJ,APOSENTADO,ESTAVEL,2553.16,-4350.08,1
FEMININO,36,DF,ATIVO PERMANENTE,ESTAVEL,198.63,1050.62,0
FEMININO,53,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,1577.42,-1564.80,1
FEMININO,78,PA,APOSENTADO,ESTAVEL,3723.86,514.68,1
FEMININO,78,PA,APOSENTADO,ESTAVEL,143.81,387.81,0
FEMININO,41,DF,ATIVO PERMANENTE,ESTAVEL,4210.01,1.00,1
FEMININO,41,DF,ATIVO PERMANENTE,ESTAVEL,10186.02,5503.68,1
FEMININO,86,MG,APOSENTADO,ESTAVEL,18.00,6276.18,1
MASCULINO,36,GO,ATIVO PERMANENTE,ESTAVEL,1645.54,11096.16,0
MASCULINO,36,GO,ATIVO PERMANENTE,ESTAVEL,903.39,8190.62,0
FEMININO,62,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,2611.22,1338.16,1
FEMININO,66,MG,APOSENTADO,ESTAVEL,1353.61,2210.82,0
FEMININO,94,MG,APOSENTADO,ESTAVEL,185.00,3429.45,1
FEMININO,89,BA,APOSENTADO,ESTAVEL,61.60,3898.22,1
FEMININO,88,BA,APOSENTADO,ESTAVEL,92.40,6431.58,1
FEMININO,54,RJ,ATIVO PERMANENTE,ESTAVEL,216.87,4052.70,0
MASCULINO,39,RS,ATIVO PERMANENTE,ESTAVEL,4482.02,15147.45,0
FEMININO,84,PE,APOSENTADO,ESTAVEL,107.83,4202.62,0
FEMININO,77,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,28.98,1800.00,0
MASCULINO,31,PA,ATIVO PERMANENTE,ESTAVEL,423.16,5178.02,0
MASCULINO,38,GO,ATIVO PERMANENTE,ESTAVEL,3081.82,0.00,1
MASCULINO,38,GO,ATIVO PERMANENTE,ESTAVEL,1081.22,7166.48,0
MASCULINO,37,PI,ATIVO PERMANENTE,ESTAVEL,1391.80,632.58,1
FEMININO,61,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,2490.30,-4026.36,1
MASCULINO,44,DF,NAO INFORMADO,ESTAVEL,2991.28,642.46,1
MASCULINO,44,DF,NAO INFORMADO,ESTAVEL,1493.15,2021.40,0
MASCULINO,37,GO,ATIVO PERMANENTE,ESTAVEL,1046.25,5596.59,0
FEMININO,39,RS,CELETISTA EMPREGADO,ESTAVEL,1635.23,106.35,1
FEMININO,39,RS,CELETISTA EMPREGADO,ESTAVEL,1279.26,1391.15,1
FEMININO,55,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,1706.28,-992.40,1
FEMININO,38,GO,CELETISTA EMPREGADO,ESTAVEL,2433.42,14305.02,0
FEMININO,88,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,155.64,2150.02,1
MASCULINO,40,BA,ATIVO PERMANENTE,ESTAVEL,1292.81,526.85,1
MASCULINO,40,BA,ATIVO PERMANENTE,ESTAVEL,1292.81,613.57,1
FEMININO,44,MA,ATIVO PERMANENTE,ESTAVEL,172.55,5176.67,0
FEMININO,40,SE,ATIVO PERMANENTE,ESTAVEL,4011.41,2940.96,1
FEMININO,38,GO,BENEFICIARIO PENSAO,NAO ESTAVEL,1734.62,-1019.90,1
MASCULINO,90,CE,APOSENTADO,ESTAVEL,261.42,1534.41,1
MASCULINO,90,CE,APOSENTADO,ESTAVEL,110.77,1551.02,1
MASCULINO,90,CE,APOSENTADO,ESTAVEL,1149.79,14210.22,1
MASCULINO,80,MG,APOSENTADO,ESTAVEL,2385.20,3116.32,1
FEMININO,37,DF,ATIVO PERMANENTE,ESTAVEL,7689.53,-2888.47,1
FEMININO,46,DF,BENEFICIARIO PENSAO,NAO ESTAVEL,858.56,0.00,1
MASCULINO,85,DF,APOSENTADO,ESTAVEL,410.81,12046.76,1
FEMININO,99,DF,BENEFICIARIO PENSAO,NAO ESTAVEL,127.58,1191.12,1
MASCULINO,63,MT,ATIVO PERMANENTE,ESTAVEL,1564.18,-172.55,1
MASCULINO,89,DF,APOSENTADO,ESTAVEL,3437.91,7728.98,1
FEMININO,39,RS,ATIVO PERMANENTE,ESTAVEL,1909.70,7669.17,0
FEMININO,91,RS,APOSENTADO,ESTAVEL,1193.46,5019.81,1
FEMININO,91,RS,APOSENTADO,ESTAVEL,795.64,4196.12,1
MASCULINO,36,PI,ATIVO PERMANENTE,ESTAVEL,2162.52,3436.38,0
FEMININO,72,RJ,APOSENTADO,ESTAVEL,4004.61,-1134.06,1
FEMININO,82,CE,APOSENTADO,ESTAVEL,63.61,1803.11,0
FEMININO,82,CE,APOSENTADO,ESTAVEL,55.32,1811.40,0
FEMININO,80,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,406.68,162.54,1
FEMININO,72,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,747.12,-664.02,1
FEMININO,37,RS,ATIVO PERMANENTE,ESTAVEL,2250.88,248.24,1
FEMININO,95,BA,APOSENTADO,ESTAVEL,2323.26,2177.37,1
MASCULINO,38,DF,ATIVO PERMANENTE,ESTAVEL,1212.34,23909.41,0
MASCULINO,93,BA,ANIST PUBLICO L10559,ESTAVEL,1479.91,33196.95,1
MASCULINO,93,BA,APOSENTADO,ESTAVEL,756.93,2956.50,1
MASCULINO,45,RS,ATIVO PERMANENTE,ESTAVEL,18384.20,-12275.28,1
FEMININO,79,PE,APOSENTADO,ESTAVEL,3744.68,1184.10,1
FEMININO,86,MG,BENEFICIARIO PENSAO,NAO ESTAVEL,137.09,191.95,1
FEMININO,86,MG,BENEFICIARIO PENSAO,NAO ESTAVEL,137.09,1644.91,1
FEMININO,37,CE,ATIVO PERMANENTE,ESTAVEL,127.36,4967.18,0
MASCULINO,45,MG,ATIVO PERMANENTE,ESTAVEL,559.89,16797.27,0
FEMININO,38,MA,CELETISTA EMPREGADO,ESTAVEL,125.28,2970.54,0
FEMININO,63,RJ,APOSENTADO,ESTAVEL,8087.62,-7873.89,1
FEMININO,63,RJ,APOSENTADO,NAO ESTAVEL,7765.61,-6484.38,1
FEMININO,63,RJ,BENEFICIARIO PENSAO,ESTAVEL,7779.70,-3093.28,1
FEMININO,63,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,7496.94,-2319.96,1
FEMININO,64,SC,BENEFICIARIO PENSAO,NAO ESTAVEL,6177.54,-3913.80,1
FEMININO,88,PE,APOSENTADO,ESTAVEL,374.40,11232.27,1
FEMININO,87,PE,APOSENTADO,ESTAVEL,219.96,-1359.66,1
FEMININO,87,PE,APOSENTADO,ESTAVEL,219.96,7139.94,1
MASCULINO,85,PA,APOSENTADO,ESTAVEL,456.82,9416.04,1
MASCULINO,85,PA,APOSENTADO,ESTAVEL,866.93,31649.25,1
FEMININO,83,MG,BENEFICIARIO PENSAO,NAO ESTAVEL,98.44,14869.48,0
FEMININO,83,MG,APOSENTADO,ESTAVEL,4950.68,11741.98,0
FEMININO,45,MG,ATIVO PERMANENTE,ESTAVEL,516.86,3468.70,0
FEMININO,45,MG,ATIVO PERMANENTE,ESTAVEL,491.47,3595.65,0
FEMININO,77,PB,BENEFICIARIO PENSAO,NAO ESTAVEL,2734.56,3006.68,1
MASCULINO,68,SP,APOSENTADO,ESTAVEL,5374.02,16495.47,0
MASCULINO,68,SP,APOSENTADO,ESTAVEL,2811.34,11256.80,0
FEMININO,57,MG,CELETISTA EMPREGADO,ESTAVEL,3453.24,1043.80,1
FEMININO,57,MG,CELETISTA EMPREGADO,ESTAVEL,3374.68,1043.82,1
FEMININO,39,RS,CELETISTA EMPREGADO,ESTAVEL,1710.74,483.00,1
FEMININO,39,RS,CELETISTA EMPREGADO,ESTAVEL,1745.54,285.90,1
FEMININO,90,CE,APOSENTADO,ESTAVEL,17.48,4373.70,1
FEMININO,90,CE,APOSENTADO,ESTAVEL,17.48,7472.54,1
MASCULINO,31,AP,ATIVO PERMANENTE,ESTAVEL,895.37,665.60,1
MASCULINO,31,AP,ATIVO PERMANENTE,ESTAVEL,1530.58,8514.99,0
FEMININO,95,PE,APOSENTADO,ESTAVEL,1730.42,4083.68,1
FEMININO,95,PE,APOSENTADO,ESTAVEL,1861.13,9980.85,1
FEMININO,37,MT,ATIVO PERMANENTE,ESTAVEL,6421.64,14382.40,0
MASCULINO,83,CE,APOSENTADO,ESTAVEL,537.64,-1111.74,1
MASCULINO,83,CE,APOSENTADO,ESTAVEL,268.82,2988.93,0
MASCULINO,83,CE,APOSENTADO,ESTAVEL,268.82,3003.93,0
FEMININO,43,PR,ATIVO PERMANENTE,ESTAVEL,1817.08,2922.76,0
FEMININO,85,DF,APOSENTADO,ESTAVEL,167.70,4369.56,1
FEMININO,85,DF,APOSENTADO,ESTAVEL,71.80,2196.83,1
MASCULINO,38,MT,CELETISTA EMPREGADO,ESTAVEL,1012.92,-168.82,1
